Chromosome1	ChromStartP1	ChromEndP1	Chromosome	ChromStartP2	ChromEndP2	Score
20	87250.0	97094.0	20	157470.0	159163.0	0.9520000000000001
20	87250.0	97094.0	20	157470.0	159163.0	0.9520000000000001
20	87250.0	97094.0	20	31368618.0	31373923.0	0.961
20	87250.0	97094.0	20	31368618.0	31373923.0	0.961
20	87250.0	97094.0	20	31368618.0	31373923.0	0.961
20	87250.0	97094.0	20	31368618.0	31373923.0	0.961
20	87250.0	97094.0	20	31368618.0	31373923.0	0.961
20	87250.0	97094.0	20	31368618.0	31373923.0	0.961
20	87250.0	97094.0	20	31368618.0	31373923.0	0.961
20	87250.0	97094.0	20	31368618.0	31373923.0	0.961
20	87250.0	97094.0	20	31368618.0	31373923.0	0.961
20	87250.0	97094.0	20	31368618.0	31373923.0	0.961
20	87250.0	97094.0	20	31368618.0	31373923.0	0.961
20	87250.0	97094.0	20	31368618.0	31373923.0	0.961
20	87250.0	97094.0	20	31368618.0	31373923.0	0.961
20	87250.0	97094.0	20	31368618.0	31373923.0	0.961
20	87250.0	97094.0	20	31368618.0	31373923.0	0.961
20	87250.0	97094.0	20	187853.0	189681.0	0.9520000000000001
20	87250.0	97094.0	20	187853.0	189681.0	0.9520000000000001
20	87250.0	97094.0	20	187853.0	189681.0	0.9520000000000001
20	87250.0	97094.0	20	187853.0	189681.0	0.9520000000000001
20	87250.0	97094.0	20	187853.0	189681.0	0.9520000000000001
20	87250.0	97094.0	20	187853.0	189681.0	0.9520000000000001
20	87250.0	97094.0	20	187853.0	189681.0	0.9520000000000001
20	87250.0	97094.0	20	187853.0	189681.0	0.9520000000000001
20	87250.0	97094.0	20	187853.0	189681.0	0.9520000000000001
20	87250.0	97094.0	20	31465506.0	31476757.0	0.9
20	87250.0	97094.0	20	31465506.0	31476757.0	0.9
20	87250.0	97094.0	20	31465506.0	31476757.0	0.9
20	87250.0	97094.0	20	31465506.0	31476757.0	0.9
20	87250.0	97094.0	20	31465506.0	31476757.0	0.9
20	87250.0	97094.0	20	31465506.0	31476757.0	0.9
20	87250.0	97094.0	20	31465506.0	31476757.0	0.9
20	87250.0	97094.0	20	31465506.0	31476757.0	0.9
20	87250.0	97094.0	20	31465506.0	31476757.0	0.9
20	87250.0	97094.0	20	31465506.0	31476757.0	0.9
20	87250.0	97094.0	20	31377164.0	31390603.0	0.9
20	87250.0	97094.0	20	31377164.0	31390603.0	0.9
20	87250.0	97094.0	20	31377164.0	31390603.0	0.9
20	87250.0	97094.0	20	31377164.0	31390603.0	0.9
20	87250.0	97094.0	20	31377164.0	31390603.0	0.9
20	87250.0	97094.0	20	31377164.0	31390603.0	0.9
20	87250.0	97094.0	20	31377164.0	31390603.0	0.9
20	87250.0	97094.0	20	257736.0	261096.0	0.945
20	87250.0	97094.0	20	257736.0	261096.0	0.945
20	87250.0	97094.0	20	257736.0	261096.0	0.945
20	87250.0	97094.0	20	257736.0	261096.0	0.945
20	87250.0	97094.0	20	257736.0	261096.0	0.945
20	87250.0	97094.0	20	257736.0	261096.0	0.945
20	87250.0	97094.0	20	31440519.0	31450257.0	0.948
20	87250.0	97094.0	20	31440519.0	31450257.0	0.948
20	87250.0	97094.0	20	31440519.0	31450257.0	0.948
20	87250.0	97094.0	20	31440519.0	31450257.0	0.948
20	87250.0	97094.0	20	31440519.0	31450257.0	0.948
20	87250.0	97094.0	20	31440519.0	31450257.0	0.948
20	87250.0	97094.0	20	31440519.0	31450257.0	0.948
20	87250.0	97094.0	20	31440519.0	31450257.0	0.948
20	87250.0	97094.0	20	31440519.0	31450257.0	0.948
20	87250.0	97094.0	20	142369.0	145751.0	0.9540000000000001
20	87250.0	97094.0	20	142369.0	145751.0	0.9540000000000001
20	87250.0	97094.0	20	142369.0	145751.0	0.9540000000000001
20	87250.0	97094.0	20	142369.0	145751.0	0.9540000000000001
20	87250.0	97094.0	20	142369.0	145751.0	0.9540000000000001
20	142369.0	145751.0	20	187853.0	189681.0	0.95
20	142369.0	145751.0	20	187853.0	189681.0	0.95
20	142369.0	145751.0	20	187853.0	189681.0	0.95
20	142369.0	145751.0	20	187853.0	189681.0	0.95
20	142369.0	145751.0	20	187853.0	189681.0	0.95
20	142369.0	145751.0	20	187853.0	189681.0	0.95
20	142369.0	145751.0	20	187853.0	189681.0	0.95
20	142369.0	145751.0	20	187853.0	189681.0	0.95
20	142369.0	145751.0	20	187853.0	189681.0	0.95
20	142369.0	145751.0	20	45607939.0	45631268.0	0.555
20	142369.0	145751.0	20	45607939.0	45631268.0	0.555
20	142369.0	145751.0	20	45607939.0	45631268.0	0.555
20	142369.0	145751.0	20	257736.0	261096.0	0.9440000000000001
20	142369.0	145751.0	20	257736.0	261096.0	0.9440000000000001
20	142369.0	145751.0	20	257736.0	261096.0	0.9440000000000001
20	142369.0	145751.0	20	257736.0	261096.0	0.9440000000000001
20	142369.0	145751.0	20	257736.0	261096.0	0.9440000000000001
20	142369.0	145751.0	20	257736.0	261096.0	0.9440000000000001
20	142369.0	145751.0	20	31368618.0	31373923.0	0.981
20	142369.0	145751.0	20	31368618.0	31373923.0	0.981
20	142369.0	145751.0	20	31368618.0	31373923.0	0.981
20	142369.0	145751.0	20	31368618.0	31373923.0	0.981
20	142369.0	145751.0	20	31368618.0	31373923.0	0.981
20	142369.0	145751.0	20	31368618.0	31373923.0	0.981
20	142369.0	145751.0	20	31368618.0	31373923.0	0.981
20	142369.0	145751.0	20	31368618.0	31373923.0	0.981
20	142369.0	145751.0	20	31368618.0	31373923.0	0.981
20	142369.0	145751.0	20	31368618.0	31373923.0	0.981
20	142369.0	145751.0	20	31368618.0	31373923.0	0.981
20	142369.0	145751.0	20	31368618.0	31373923.0	0.981
20	142369.0	145751.0	20	31368618.0	31373923.0	0.981
20	142369.0	145751.0	20	31368618.0	31373923.0	0.981
20	142369.0	145751.0	20	31368618.0	31373923.0	0.981
20	142369.0	145751.0	20	45722351.0	45725830.0	0.583
20	142369.0	145751.0	20	45722351.0	45725830.0	0.583
20	142369.0	145751.0	20	45722351.0	45725830.0	0.583
20	142369.0	145751.0	20	45722351.0	45725830.0	0.583
20	142369.0	145751.0	20	45722351.0	45725830.0	0.583
20	142369.0	145751.0	20	45722351.0	45725830.0	0.583
20	142369.0	145751.0	20	45722351.0	45725830.0	0.583
20	142369.0	145751.0	20	45722351.0	45725830.0	0.583
20	142369.0	145751.0	20	45512461.0	45515624.0	0.489
20	142369.0	145751.0	20	45512461.0	45515624.0	0.489
20	142369.0	145751.0	20	45512461.0	45515624.0	0.489
20	142369.0	145751.0	20	45512461.0	45515624.0	0.489
20	142369.0	145751.0	20	45512461.0	45515624.0	0.489
20	142369.0	145751.0	20	45512461.0	45515624.0	0.489
20	142369.0	145751.0	20	23450403.0	23452857.0	0.514
20	142369.0	145751.0	20	23450403.0	23452857.0	0.514
20	142369.0	145751.0	20	31440519.0	31450257.0	0.935
20	142369.0	145751.0	20	31440519.0	31450257.0	0.935
20	142369.0	145751.0	20	31440519.0	31450257.0	0.935
20	142369.0	145751.0	20	31440519.0	31450257.0	0.935
20	142369.0	145751.0	20	31440519.0	31450257.0	0.935
20	142369.0	145751.0	20	31440519.0	31450257.0	0.935
20	142369.0	145751.0	20	31440519.0	31450257.0	0.935
20	142369.0	145751.0	20	31440519.0	31450257.0	0.935
20	142369.0	145751.0	20	31440519.0	31450257.0	0.935
20	142369.0	145751.0	20	31377164.0	31390603.0	0.938
20	142369.0	145751.0	20	31377164.0	31390603.0	0.938
20	142369.0	145751.0	20	31377164.0	31390603.0	0.938
20	142369.0	145751.0	20	31377164.0	31390603.0	0.938
20	142369.0	145751.0	20	31377164.0	31390603.0	0.938
20	142369.0	145751.0	20	31377164.0	31390603.0	0.938
20	142369.0	145751.0	20	31377164.0	31390603.0	0.938
20	142369.0	145751.0	20	45629526.0	45631196.0	0.47
20	142369.0	145751.0	20	45629526.0	45631196.0	0.47
20	142369.0	145751.0	20	31465506.0	31476757.0	0.943
20	142369.0	145751.0	20	31465506.0	31476757.0	0.943
20	142369.0	145751.0	20	31465506.0	31476757.0	0.943
20	142369.0	145751.0	20	31465506.0	31476757.0	0.943
20	142369.0	145751.0	20	31465506.0	31476757.0	0.943
20	142369.0	145751.0	20	31465506.0	31476757.0	0.943
20	142369.0	145751.0	20	31465506.0	31476757.0	0.943
20	142369.0	145751.0	20	31465506.0	31476757.0	0.943
20	142369.0	145751.0	20	31465506.0	31476757.0	0.943
20	142369.0	145751.0	20	31465506.0	31476757.0	0.943
20	142369.0	145751.0	20	227258.0	229886.0	0.958
20	142369.0	145751.0	20	227258.0	229886.0	0.958
20	142369.0	145751.0	20	227258.0	229886.0	0.958
20	142369.0	145751.0	20	227258.0	229886.0	0.958
20	142369.0	145751.0	20	227258.0	229886.0	0.958
20	142369.0	145751.0	20	227258.0	229886.0	0.958
20	142369.0	145751.0	20	227258.0	229886.0	0.958
20	142369.0	145751.0	20	227258.0	229886.0	0.958
20	142369.0	145751.0	20	227258.0	229886.0	0.958
20	142369.0	145751.0	20	227258.0	229886.0	0.958
20	142369.0	145751.0	20	227258.0	229886.0	0.958
20	142369.0	145751.0	20	227258.0	229886.0	0.958
20	142369.0	145751.0	20	227258.0	229886.0	0.958
20	142369.0	145751.0	20	227258.0	229886.0	0.958
20	142369.0	145751.0	20	157470.0	159163.0	0.972
20	142369.0	145751.0	20	157470.0	159163.0	0.972
20	142369.0	145751.0	20	157470.0	159163.0	0.972
20	142369.0	145751.0	20	157470.0	159163.0	0.972
20	142369.0	145751.0	20	157470.0	159163.0	0.972
20	157470.0	159163.0	20	31465506.0	31476757.0	0.941
20	157470.0	159163.0	20	31465506.0	31476757.0	0.941
20	157470.0	159163.0	20	31465506.0	31476757.0	0.941
20	157470.0	159163.0	20	31465506.0	31476757.0	0.941
20	157470.0	159163.0	20	31465506.0	31476757.0	0.941
20	157470.0	159163.0	20	31465506.0	31476757.0	0.941
20	157470.0	159163.0	20	31465506.0	31476757.0	0.941
20	157470.0	159163.0	20	31465506.0	31476757.0	0.941
20	157470.0	159163.0	20	31465506.0	31476757.0	0.941
20	157470.0	159163.0	20	31465506.0	31476757.0	0.941
20	157470.0	159163.0	20	187853.0	189681.0	0.927
20	157470.0	159163.0	20	187853.0	189681.0	0.927
20	157470.0	159163.0	20	187853.0	189681.0	0.927
20	157470.0	159163.0	20	187853.0	189681.0	0.927
20	157470.0	159163.0	20	187853.0	189681.0	0.927
20	157470.0	159163.0	20	187853.0	189681.0	0.927
20	157470.0	159163.0	20	187853.0	189681.0	0.927
20	157470.0	159163.0	20	187853.0	189681.0	0.927
20	157470.0	159163.0	20	187853.0	189681.0	0.927
20	157470.0	159163.0	20	31368618.0	31373923.0	0.9670000000000001
20	157470.0	159163.0	20	31368618.0	31373923.0	0.9670000000000001
20	157470.0	159163.0	20	31368618.0	31373923.0	0.9670000000000001
20	157470.0	159163.0	20	31368618.0	31373923.0	0.9670000000000001
20	157470.0	159163.0	20	31368618.0	31373923.0	0.9670000000000001
20	157470.0	159163.0	20	31368618.0	31373923.0	0.9670000000000001
20	157470.0	159163.0	20	31368618.0	31373923.0	0.9670000000000001
20	157470.0	159163.0	20	31368618.0	31373923.0	0.9670000000000001
20	157470.0	159163.0	20	31368618.0	31373923.0	0.9670000000000001
20	157470.0	159163.0	20	31368618.0	31373923.0	0.9670000000000001
20	157470.0	159163.0	20	31368618.0	31373923.0	0.9670000000000001
20	157470.0	159163.0	20	31368618.0	31373923.0	0.9670000000000001
20	157470.0	159163.0	20	31368618.0	31373923.0	0.9670000000000001
20	157470.0	159163.0	20	31368618.0	31373923.0	0.9670000000000001
20	157470.0	159163.0	20	31368618.0	31373923.0	0.9670000000000001
20	157470.0	159163.0	20	227258.0	229886.0	0.9540000000000001
20	157470.0	159163.0	20	227258.0	229886.0	0.9540000000000001
20	157470.0	159163.0	20	227258.0	229886.0	0.9540000000000001
20	157470.0	159163.0	20	227258.0	229886.0	0.9540000000000001
20	157470.0	159163.0	20	227258.0	229886.0	0.9540000000000001
20	157470.0	159163.0	20	227258.0	229886.0	0.9540000000000001
20	157470.0	159163.0	20	227258.0	229886.0	0.9540000000000001
20	157470.0	159163.0	20	227258.0	229886.0	0.9540000000000001
20	157470.0	159163.0	20	227258.0	229886.0	0.9540000000000001
20	157470.0	159163.0	20	227258.0	229886.0	0.9540000000000001
20	157470.0	159163.0	20	227258.0	229886.0	0.9540000000000001
20	157470.0	159163.0	20	227258.0	229886.0	0.9540000000000001
20	157470.0	159163.0	20	227258.0	229886.0	0.9540000000000001
20	157470.0	159163.0	20	227258.0	229886.0	0.9540000000000001
20	157470.0	159163.0	20	31377164.0	31390603.0	0.9079999999999999
20	157470.0	159163.0	20	31377164.0	31390603.0	0.9079999999999999
20	157470.0	159163.0	20	31377164.0	31390603.0	0.9079999999999999
20	157470.0	159163.0	20	31377164.0	31390603.0	0.9079999999999999
20	157470.0	159163.0	20	31377164.0	31390603.0	0.9079999999999999
20	157470.0	159163.0	20	31377164.0	31390603.0	0.9079999999999999
20	157470.0	159163.0	20	31377164.0	31390603.0	0.9079999999999999
20	157470.0	159163.0	20	45512461.0	45515624.0	0.489
20	157470.0	159163.0	20	45512461.0	45515624.0	0.489
20	157470.0	159163.0	20	45512461.0	45515624.0	0.489
20	157470.0	159163.0	20	45512461.0	45515624.0	0.489
20	157470.0	159163.0	20	45512461.0	45515624.0	0.489
20	157470.0	159163.0	20	45512461.0	45515624.0	0.489
20	157470.0	159163.0	20	257736.0	261096.0	0.935
20	157470.0	159163.0	20	257736.0	261096.0	0.935
20	157470.0	159163.0	20	257736.0	261096.0	0.935
20	157470.0	159163.0	20	257736.0	261096.0	0.935
20	157470.0	159163.0	20	257736.0	261096.0	0.935
20	157470.0	159163.0	20	257736.0	261096.0	0.935
20	157470.0	159163.0	20	45722351.0	45725830.0	0.489
20	157470.0	159163.0	20	45722351.0	45725830.0	0.489
20	157470.0	159163.0	20	45722351.0	45725830.0	0.489
20	157470.0	159163.0	20	45722351.0	45725830.0	0.489
20	157470.0	159163.0	20	45722351.0	45725830.0	0.489
20	157470.0	159163.0	20	45722351.0	45725830.0	0.489
20	157470.0	159163.0	20	45722351.0	45725830.0	0.489
20	157470.0	159163.0	20	45722351.0	45725830.0	0.489
20	157470.0	159163.0	20	45607939.0	45631268.0	0.489
20	157470.0	159163.0	20	45607939.0	45631268.0	0.489
20	157470.0	159163.0	20	45607939.0	45631268.0	0.489
20	157470.0	159163.0	20	31440519.0	31450257.0	0.9
20	157470.0	159163.0	20	31440519.0	31450257.0	0.9
20	157470.0	159163.0	20	31440519.0	31450257.0	0.9
20	157470.0	159163.0	20	31440519.0	31450257.0	0.9
20	157470.0	159163.0	20	31440519.0	31450257.0	0.9
20	157470.0	159163.0	20	31440519.0	31450257.0	0.9
20	157470.0	159163.0	20	31440519.0	31450257.0	0.9
20	157470.0	159163.0	20	31440519.0	31450257.0	0.9
20	157470.0	159163.0	20	31440519.0	31450257.0	0.9
20	187853.0	189681.0	20	227258.0	229886.0	0.9440000000000001
20	187853.0	189681.0	20	227258.0	229886.0	0.9440000000000001
20	187853.0	189681.0	20	227258.0	229886.0	0.9440000000000001
20	187853.0	189681.0	20	227258.0	229886.0	0.9440000000000001
20	187853.0	189681.0	20	227258.0	229886.0	0.9440000000000001
20	187853.0	189681.0	20	227258.0	229886.0	0.9440000000000001
20	187853.0	189681.0	20	227258.0	229886.0	0.9440000000000001
20	187853.0	189681.0	20	227258.0	229886.0	0.9440000000000001
20	187853.0	189681.0	20	227258.0	229886.0	0.9440000000000001
20	187853.0	189681.0	20	227258.0	229886.0	0.9440000000000001
20	187853.0	189681.0	20	227258.0	229886.0	0.9440000000000001
20	187853.0	189681.0	20	227258.0	229886.0	0.9440000000000001
20	187853.0	189681.0	20	227258.0	229886.0	0.9440000000000001
20	187853.0	189681.0	20	227258.0	229886.0	0.9440000000000001
20	187853.0	189681.0	20	31465506.0	31476757.0	0.9520000000000001
20	187853.0	189681.0	20	31465506.0	31476757.0	0.9520000000000001
20	187853.0	189681.0	20	31465506.0	31476757.0	0.9520000000000001
20	187853.0	189681.0	20	31465506.0	31476757.0	0.9520000000000001
20	187853.0	189681.0	20	31465506.0	31476757.0	0.9520000000000001
20	187853.0	189681.0	20	31465506.0	31476757.0	0.9520000000000001
20	187853.0	189681.0	20	31465506.0	31476757.0	0.9520000000000001
20	187853.0	189681.0	20	31465506.0	31476757.0	0.9520000000000001
20	187853.0	189681.0	20	31465506.0	31476757.0	0.9520000000000001
20	187853.0	189681.0	20	31465506.0	31476757.0	0.9520000000000001
20	187853.0	189681.0	20	31368618.0	31373923.0	0.9259999999999999
20	187853.0	189681.0	20	31368618.0	31373923.0	0.9259999999999999
20	187853.0	189681.0	20	31368618.0	31373923.0	0.9259999999999999
20	187853.0	189681.0	20	31368618.0	31373923.0	0.9259999999999999
20	187853.0	189681.0	20	31368618.0	31373923.0	0.9259999999999999
20	187853.0	189681.0	20	31368618.0	31373923.0	0.9259999999999999
20	187853.0	189681.0	20	31368618.0	31373923.0	0.9259999999999999
20	187853.0	189681.0	20	31368618.0	31373923.0	0.9259999999999999
20	187853.0	189681.0	20	31368618.0	31373923.0	0.9259999999999999
20	187853.0	189681.0	20	31368618.0	31373923.0	0.9259999999999999
20	187853.0	189681.0	20	31368618.0	31373923.0	0.9259999999999999
20	187853.0	189681.0	20	31368618.0	31373923.0	0.9259999999999999
20	187853.0	189681.0	20	31368618.0	31373923.0	0.9259999999999999
20	187853.0	189681.0	20	31368618.0	31373923.0	0.9259999999999999
20	187853.0	189681.0	20	31368618.0	31373923.0	0.9259999999999999
20	257736.0	261096.0	20	31440519.0	31450257.0	0.9
20	257736.0	261096.0	20	31440519.0	31450257.0	0.9
20	257736.0	261096.0	20	31440519.0	31450257.0	0.9
20	257736.0	261096.0	20	31440519.0	31450257.0	0.9
20	257736.0	261096.0	20	31440519.0	31450257.0	0.9
20	257736.0	261096.0	20	31440519.0	31450257.0	0.9
20	257736.0	261096.0	20	31440519.0	31450257.0	0.9
20	257736.0	261096.0	20	31440519.0	31450257.0	0.9
20	257736.0	261096.0	20	31440519.0	31450257.0	0.9
20	257736.0	261096.0	20	187853.0	189681.0	0.958
20	257736.0	261096.0	20	187853.0	189681.0	0.958
20	257736.0	261096.0	20	187853.0	189681.0	0.958
20	257736.0	261096.0	20	187853.0	189681.0	0.958
20	257736.0	261096.0	20	187853.0	189681.0	0.958
20	257736.0	261096.0	20	187853.0	189681.0	0.958
20	257736.0	261096.0	20	187853.0	189681.0	0.958
20	257736.0	261096.0	20	187853.0	189681.0	0.958
20	257736.0	261096.0	20	187853.0	189681.0	0.958
20	257736.0	261096.0	20	31465506.0	31476757.0	0.9
20	257736.0	261096.0	20	31465506.0	31476757.0	0.9
20	257736.0	261096.0	20	31465506.0	31476757.0	0.9
20	257736.0	261096.0	20	31465506.0	31476757.0	0.9
20	257736.0	261096.0	20	31465506.0	31476757.0	0.9
20	257736.0	261096.0	20	31465506.0	31476757.0	0.9
20	257736.0	261096.0	20	31465506.0	31476757.0	0.9
20	257736.0	261096.0	20	31465506.0	31476757.0	0.9
20	257736.0	261096.0	20	31465506.0	31476757.0	0.9
20	257736.0	261096.0	20	31465506.0	31476757.0	0.9
20	257736.0	261096.0	20	31368618.0	31373923.0	0.9309999999999999
20	257736.0	261096.0	20	31368618.0	31373923.0	0.9309999999999999
20	257736.0	261096.0	20	31368618.0	31373923.0	0.9309999999999999
20	257736.0	261096.0	20	31368618.0	31373923.0	0.9309999999999999
20	257736.0	261096.0	20	31368618.0	31373923.0	0.9309999999999999
20	257736.0	261096.0	20	31368618.0	31373923.0	0.9309999999999999
20	257736.0	261096.0	20	31368618.0	31373923.0	0.9309999999999999
20	257736.0	261096.0	20	31368618.0	31373923.0	0.9309999999999999
20	257736.0	261096.0	20	31368618.0	31373923.0	0.9309999999999999
20	257736.0	261096.0	20	31368618.0	31373923.0	0.9309999999999999
20	257736.0	261096.0	20	31368618.0	31373923.0	0.9309999999999999
20	257736.0	261096.0	20	31368618.0	31373923.0	0.9309999999999999
20	257736.0	261096.0	20	31368618.0	31373923.0	0.9309999999999999
20	257736.0	261096.0	20	31368618.0	31373923.0	0.9309999999999999
20	257736.0	261096.0	20	31368618.0	31373923.0	0.9309999999999999
20	257736.0	261096.0	20	31377164.0	31390603.0	0.935
20	257736.0	261096.0	20	31377164.0	31390603.0	0.935
20	257736.0	261096.0	20	31377164.0	31390603.0	0.935
20	257736.0	261096.0	20	31377164.0	31390603.0	0.935
20	257736.0	261096.0	20	31377164.0	31390603.0	0.935
20	257736.0	261096.0	20	31377164.0	31390603.0	0.935
20	257736.0	261096.0	20	31377164.0	31390603.0	0.935
20	257736.0	261096.0	20	227258.0	229886.0	0.9420000000000001
20	257736.0	261096.0	20	227258.0	229886.0	0.9420000000000001
20	257736.0	261096.0	20	227258.0	229886.0	0.9420000000000001
20	257736.0	261096.0	20	227258.0	229886.0	0.9420000000000001
20	257736.0	261096.0	20	227258.0	229886.0	0.9420000000000001
20	257736.0	261096.0	20	227258.0	229886.0	0.9420000000000001
20	257736.0	261096.0	20	227258.0	229886.0	0.9420000000000001
20	257736.0	261096.0	20	227258.0	229886.0	0.9420000000000001
20	257736.0	261096.0	20	227258.0	229886.0	0.9420000000000001
20	257736.0	261096.0	20	227258.0	229886.0	0.9420000000000001
20	257736.0	261096.0	20	227258.0	229886.0	0.9420000000000001
20	257736.0	261096.0	20	227258.0	229886.0	0.9420000000000001
20	257736.0	261096.0	20	227258.0	229886.0	0.9420000000000001
20	257736.0	261096.0	20	227258.0	229886.0	0.9420000000000001
20	38962299.0	39039723.0	20	43667019.0	43716496.0	0.408
20	38962299.0	39039723.0	20	43667019.0	43716496.0	0.408
20	38962299.0	39039723.0	20	43667019.0	43716496.0	0.408
20	38962299.0	39039723.0	20	43667019.0	43716496.0	0.408
20	38962299.0	39039723.0	20	43667019.0	43716496.0	0.408
20	38962299.0	39039723.0	20	43667019.0	43716496.0	0.408
20	38962299.0	39039723.0	20	43667019.0	43716496.0	0.408
20	38962299.0	39039723.0	20	43667019.0	43716496.0	0.408
20	38962299.0	39039723.0	20	43667019.0	43716496.0	0.408
20	38962299.0	39039723.0	20	43667019.0	43716496.0	0.408
20	38962299.0	39039723.0	20	43667019.0	43716496.0	0.408
20	38962299.0	39039723.0	20	5937235.0	5950558.0	0.485
20	38962299.0	39039723.0	20	5937235.0	5950558.0	0.485
20	38962299.0	39039723.0	20	5937235.0	5950558.0	0.485
20	38962299.0	39039723.0	20	5937235.0	5950558.0	0.485
20	38962299.0	39039723.0	20	16729961.0	16742563.0	0.5589999999999999
20	38962299.0	39039723.0	20	16729961.0	16742563.0	0.5589999999999999
20	38962299.0	39039723.0	20	16729961.0	16742563.0	0.5589999999999999
20	38962299.0	39039723.0	20	16729961.0	16742563.0	0.5589999999999999
20	38962299.0	39039723.0	20	16729961.0	16742563.0	0.5589999999999999
20	38962299.0	39039723.0	20	16729961.0	16742563.0	0.5589999999999999
20	38962299.0	39039723.0	20	16729961.0	16742563.0	0.5589999999999999
20	38962299.0	39039723.0	20	16729961.0	16742563.0	0.5589999999999999
20	38962299.0	39039723.0	20	16729961.0	16742563.0	0.5589999999999999
20	36306336.0	36528637.0	20	36091504.0	36232799.0	0.604
20	36306336.0	36528637.0	20	36091504.0	36232799.0	0.604
20	36306336.0	36528637.0	20	36091504.0	36232799.0	0.604
20	36306336.0	36528637.0	20	33358839.0	33401561.0	0.503
20	36306336.0	36528637.0	20	33358839.0	33401561.0	0.503
20	36306336.0	36528637.0	20	33358839.0	33401561.0	0.503
20	36306336.0	36528637.0	20	33358839.0	33401561.0	0.503
20	36306336.0	36528637.0	20	33358839.0	33401561.0	0.503
20	36306336.0	36528637.0	20	33358839.0	33401561.0	0.503
20	36306336.0	36528637.0	20	37289638.0	37317260.0	0.47100000000000003
20	36306336.0	36528637.0	20	37693955.0	37872129.0	0.44299999999999995
20	36306336.0	36528637.0	20	37693955.0	37872129.0	0.44299999999999995
20	36306336.0	36528637.0	20	37693955.0	37872129.0	0.44299999999999995
20	36306336.0	36528637.0	20	37693955.0	37872129.0	0.44299999999999995
20	36306336.0	36528637.0	20	37693955.0	37872129.0	0.44299999999999995
20	36306336.0	36528637.0	20	37693955.0	37872129.0	0.44299999999999995
20	36306336.0	36528637.0	20	34844720.0	34872860.0	0.452
20	36306336.0	36528637.0	20	34844720.0	34872860.0	0.452
20	36306336.0	36528637.0	20	34844720.0	34872860.0	0.452
20	36306336.0	36528637.0	20	34844720.0	34872860.0	0.452
20	36306336.0	36528637.0	20	34844720.0	34872860.0	0.452
20	36306336.0	36528637.0	20	34844720.0	34872860.0	0.452
20	36306336.0	36528637.0	20	34844720.0	34872860.0	0.452
20	36306336.0	36528637.0	20	34844720.0	34872860.0	0.452
20	36306336.0	36528637.0	20	44247099.0	44280917.0	0.449
20	36306336.0	36528637.0	20	44247099.0	44280917.0	0.449
20	36306336.0	36528637.0	20	44247099.0	44280917.0	0.449
20	36306336.0	36528637.0	20	44247099.0	44280917.0	0.449
20	36306336.0	36528637.0	20	44247099.0	44280917.0	0.449
20	36306336.0	36528637.0	20	44111695.0	44187578.0	0.43200000000000005
20	36306336.0	36528637.0	20	44111695.0	44187578.0	0.43200000000000005
20	36306336.0	36528637.0	20	36236459.0	36270918.0	0.409
20	36306336.0	36528637.0	20	36236459.0	36270918.0	0.409
20	36306336.0	36528637.0	20	36236459.0	36270918.0	0.409
20	36306336.0	36528637.0	20	36236459.0	36270918.0	0.409
20	36306336.0	36528637.0	20	37178410.0	37241623.0	0.418
20	36306336.0	36528637.0	20	37178410.0	37241623.0	0.418
20	36306336.0	36528637.0	20	37178410.0	37241623.0	0.418
20	36306336.0	36528637.0	20	37178410.0	37241623.0	0.418
20	36306336.0	36528637.0	20	37178410.0	37241623.0	0.418
20	36306336.0	36528637.0	20	37178410.0	37241623.0	0.418
20	36306336.0	36528637.0	20	37178410.0	37241623.0	0.418
20	63895182.0	63936031.0	20	10218830.0	10307418.0	0.958
20	63895182.0	63936031.0	20	10218830.0	10307418.0	0.958
20	63895182.0	63936031.0	20	10218830.0	10307418.0	0.958
20	63895182.0	63936031.0	20	10218830.0	10307418.0	0.958
20	63895182.0	63936031.0	20	10218830.0	10307418.0	0.958
20	63895182.0	63936031.0	20	10218830.0	10307418.0	0.958
20	63895182.0	63936031.0	20	38724462.0	38729372.0	0.9179999999999999
20	63895182.0	63936031.0	20	38724462.0	38729372.0	0.9179999999999999
20	63895182.0	63936031.0	20	38724462.0	38729372.0	0.9179999999999999
20	63895182.0	63936031.0	20	38724462.0	38729372.0	0.9179999999999999
20	63895182.0	63936031.0	20	38724462.0	38729372.0	0.9179999999999999
20	63895182.0	63936031.0	20	10401009.0	10434222.0	0.49200000000000005
20	63895182.0	63936031.0	20	10401009.0	10434222.0	0.49200000000000005
20	63895182.0	63936031.0	20	10401009.0	10434222.0	0.49200000000000005
20	63895182.0	63936031.0	20	3732667.0	3753111.0	0.821
20	63895182.0	63936031.0	20	3732667.0	3753111.0	0.821
20	63895182.0	63936031.0	20	3732667.0	3753111.0	0.821
20	63895182.0	63936031.0	20	3732667.0	3753111.0	0.821
20	63895182.0	63936031.0	20	3732667.0	3753111.0	0.821
20	63895182.0	63936031.0	20	3732667.0	3753111.0	0.821
20	63895182.0	63936031.0	20	3732667.0	3753111.0	0.821
20	63895182.0	63936031.0	20	63939829.0	63956415.0	0.419
20	63895182.0	63936031.0	20	63939829.0	63956415.0	0.419
20	63895182.0	63936031.0	20	63939829.0	63956415.0	0.419
20	63895182.0	63936031.0	20	63939829.0	63956415.0	0.419
20	63895182.0	63936031.0	20	63939829.0	63956415.0	0.419
