Gene stable ID	Gene start (bp)	Gene end (bp)	Strand	GOSlim GOA Accession(s)	GOSlim GOA Description	HGNC symbol
ENSG00000101220	3734155	3749034	-1	GO:0003674	molecular_function	C20orf27
ENSG00000101220	3734155	3749034	-1	GO:0008150	biological_process	C20orf27
ENSG00000101220	3734155	3749034	-1	GO:0003674	molecular_function	C20orf27
ENSG00000101220	3734155	3749034	-1	GO:0005575	cellular_component	C20orf27
ENSG00000101222	3758151	3762095	-1	GO:0003674	molecular_function	SPEF1
ENSG00000101222	3758151	3762095	-1	GO:0005623	cell	SPEF1
ENSG00000101222	3758151	3762095	-1	GO:0005575	cellular_component	SPEF1
ENSG00000101222	3758151	3762095	-1	GO:0005622	intracellular	SPEF1
ENSG00000101222	3758151	3762095	-1	GO:0005737	cytoplasm	SPEF1
ENSG00000101222	3758151	3762095	-1	GO:0043226	organelle	SPEF1
ENSG00000101222	3758151	3762095	-1	GO:0005856	cytoskeleton	SPEF1
ENSG00000101222	3758151	3762095	-1	GO:0005929	cilium	SPEF1
ENSG00000101222	3758151	3762095	-1	GO:0008150	biological_process	SPEF1
ENSG00000125817	3764498	3767337	-1	GO:0003677	DNA binding	CENPB
ENSG00000125817	3764498	3767337	-1	GO:0003674	molecular_function	CENPB
ENSG00000125817	3764498	3767337	-1	GO:0005694	chromosome	CENPB
ENSG00000125817	3764498	3767337	-1	GO:0043226	organelle	CENPB
ENSG00000125817	3764498	3767337	-1	GO:0005575	cellular_component	CENPB
ENSG00000125817	3764498	3767337	-1	GO:0005622	intracellular	CENPB
ENSG00000125817	3764498	3767337	-1	GO:0005623	cell	CENPB
ENSG00000125817	3764498	3767337	-1	GO:0005634	nucleus	CENPB
ENSG00000125817	3764498	3767337	-1	GO:0008150	biological_process	CENPB
ENSG00000125817	3764498	3767337	-1	GO:0034641	cellular nitrogen compound metabolic process	CENPB
ENSG00000125817	3764498	3767337	-1	GO:0009058	biosynthetic process	CENPB
ENSG00000101224	3767578	3786762	1	GO:0005829	cytosol	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005815	microtubule organizing center	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0007067	mitosis	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0008283	cell proliferation	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0019899	enzyme binding	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005634	nucleus	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0016791	phosphatase activity	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005654	nucleoplasm	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005737	cytoplasm	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0003674	molecular_function	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0008150	biological_process	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0007049	cell cycle	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0000003	reproduction	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0006464	cellular protein modification process	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0021700	developmental maturation	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0030154	cell differentiation	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0048856	anatomical structure development	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005575	cellular_component	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005622	intracellular	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005623	cell	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005856	cytoskeleton	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0043226	organelle	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0043234	protein complex	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0051301	cell division	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0016791	phosphatase activity	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005737	cytoplasm	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005654	nucleoplasm	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005634	nucleus	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0003674	molecular_function	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0000003	reproduction	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0008150	biological_process	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0007049	cell cycle	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0051301	cell division	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005575	cellular_component	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005622	intracellular	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005623	cell	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005856	cytoskeleton	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0043226	organelle	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0043234	protein complex	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0021700	developmental maturation	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0030154	cell differentiation	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0048856	anatomical structure development	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0006464	cellular protein modification process	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0008283	cell proliferation	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0019899	enzyme binding	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005815	microtubule organizing center	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0007067	mitosis	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005829	cytosol	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005815	microtubule organizing center	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0007067	mitosis	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0008283	cell proliferation	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0019899	enzyme binding	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005829	cytosol	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005634	nucleus	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0016791	phosphatase activity	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005737	cytoplasm	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005654	nucleoplasm	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0003674	molecular_function	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0006464	cellular protein modification process	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0051301	cell division	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0021700	developmental maturation	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0030154	cell differentiation	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0048856	anatomical structure development	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005575	cellular_component	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005622	intracellular	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005623	cell	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005856	cytoskeleton	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0043226	organelle	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0043234	protein complex	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0000003	reproduction	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0007049	cell cycle	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0008150	biological_process	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005623	cell	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005575	cellular_component	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005622	intracellular	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0016791	phosphatase activity	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0007049	cell cycle	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0008150	biological_process	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0003674	molecular_function	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0006464	cellular protein modification process	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0006464	cellular protein modification process	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0007049	cell cycle	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0008150	biological_process	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0003674	molecular_function	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005623	cell	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005575	cellular_component	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0016791	phosphatase activity	CDC25B
ENSG00000101224	3767578	3786762	1	GO:0005622	intracellular	CDC25B
ENSG00000101190	61472467	61493115	-1	GO:0034641	cellular nitrogen compound metabolic process	TCFL5
ENSG00000101190	61472467	61493115	-1	GO:0030154	cell differentiation	TCFL5
ENSG00000101190	61472467	61493115	-1	GO:0009058	biosynthetic process	TCFL5
ENSG00000101190	61472467	61493115	-1	GO:0008283	cell proliferation	TCFL5
ENSG00000101190	61472467	61493115	-1	GO:0003677	DNA binding	TCFL5
ENSG00000101190	61472467	61493115	-1	GO:0001071	nucleic acid binding transcription factor activity	TCFL5
ENSG00000101190	61472467	61493115	-1	GO:0003674	molecular_function	TCFL5
ENSG00000101190	61472467	61493115	-1	GO:0005575	cellular_component	TCFL5
ENSG00000101190	61472467	61493115	-1	GO:0005622	intracellular	TCFL5
ENSG00000101190	61472467	61493115	-1	GO:0005623	cell	TCFL5
ENSG00000101190	61472467	61493115	-1	GO:0005634	nucleus	TCFL5
ENSG00000101190	61472467	61493115	-1	GO:0043226	organelle	TCFL5
ENSG00000101190	61472467	61493115	-1	GO:0000003	reproduction	TCFL5
ENSG00000101190	61472467	61493115	-1	GO:0008150	biological_process	TCFL5
ENSG00000101190	61472467	61493115	-1	GO:0003674	molecular_function	TCFL5
ENSG00000101191	61509090	61569304	-1	GO:0043167	ion binding	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0009058	biosynthetic process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0034641	cellular nitrogen compound metabolic process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0008150	biological_process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0008219	cell death	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005623	cell	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005575	cellular_component	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005634	nucleus	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0043226	organelle	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005622	intracellular	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005737	cytoplasm	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0003674	molecular_function	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0009058	biosynthetic process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0043167	ion binding	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0008219	cell death	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0008150	biological_process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0034641	cellular nitrogen compound metabolic process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005622	intracellular	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0043226	organelle	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005634	nucleus	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005737	cytoplasm	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005623	cell	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005575	cellular_component	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0003674	molecular_function	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0009058	biosynthetic process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0008219	cell death	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0008150	biological_process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0034641	cellular nitrogen compound metabolic process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0043167	ion binding	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0003674	molecular_function	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005575	cellular_component	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005623	cell	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005634	nucleus	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0043226	organelle	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005622	intracellular	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005737	cytoplasm	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0009058	biosynthetic process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0043167	ion binding	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0008219	cell death	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0034641	cellular nitrogen compound metabolic process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0008150	biological_process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0003674	molecular_function	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005623	cell	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005737	cytoplasm	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005622	intracellular	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005634	nucleus	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0043226	organelle	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005575	cellular_component	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0003674	molecular_function	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0043167	ion binding	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0008219	cell death	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0008150	biological_process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0034641	cellular nitrogen compound metabolic process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0009058	biosynthetic process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005575	cellular_component	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005622	intracellular	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005623	cell	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005737	cytoplasm	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0043226	organelle	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005634	nucleus	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005575	cellular_component	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005623	cell	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005622	intracellular	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0043226	organelle	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005634	nucleus	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005737	cytoplasm	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0003674	molecular_function	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0043167	ion binding	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0008219	cell death	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0034641	cellular nitrogen compound metabolic process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0008150	biological_process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0009058	biosynthetic process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005622	intracellular	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005623	cell	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0043226	organelle	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005634	nucleus	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005737	cytoplasm	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005575	cellular_component	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0007165	signal transduction	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0043167	ion binding	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0008219	cell death	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0008150	biological_process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0034641	cellular nitrogen compound metabolic process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0009058	biosynthetic process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0003674	molecular_function	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0043167	ion binding	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0008219	cell death	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0008150	biological_process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0034641	cellular nitrogen compound metabolic process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0009058	biosynthetic process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0003674	molecular_function	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005622	intracellular	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005737	cytoplasm	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005623	cell	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005634	nucleus	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0043226	organelle	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005575	cellular_component	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005623	cell	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005737	cytoplasm	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005575	cellular_component	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0043226	organelle	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005634	nucleus	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0005622	intracellular	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0043167	ion binding	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0009058	biosynthetic process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0008219	cell death	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0008150	biological_process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0034641	cellular nitrogen compound metabolic process	DIDO1
ENSG00000101191	61509090	61569304	-1	GO:0003674	molecular_function	DIDO1
ENSG00000062598	44994688	45061704	-1	GO:0003674	molecular_function	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0007165	signal transduction	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0006810	transport	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0016192	vesicle-mediated transport	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0002376	immune system process	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0008150	biological_process	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005737	cytoplasm	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005622	intracellular	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005623	cell	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005575	cellular_component	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005829	cytosol	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0043226	organelle	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005856	cytoskeleton	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0040011	locomotion	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0008219	cell death	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0006950	response to stress	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0048870	cell motility	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005622	intracellular	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005623	cell	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005575	cellular_component	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0006810	transport	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0016192	vesicle-mediated transport	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0008150	biological_process	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005856	cytoskeleton	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0043226	organelle	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0006810	transport	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0016192	vesicle-mediated transport	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0008150	biological_process	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005856	cytoskeleton	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0043226	organelle	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0003674	molecular_function	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005575	cellular_component	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005622	intracellular	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005623	cell	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005623	cell	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005575	cellular_component	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005622	intracellular	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0008150	biological_process	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0006810	transport	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0016192	vesicle-mediated transport	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0043226	organelle	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005856	cytoskeleton	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0003674	molecular_function	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0006810	transport	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0016192	vesicle-mediated transport	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0008150	biological_process	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005856	cytoskeleton	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0043226	organelle	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005622	intracellular	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005575	cellular_component	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005623	cell	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0008150	biological_process	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0006810	transport	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0016192	vesicle-mediated transport	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005856	cytoskeleton	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0043226	organelle	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005623	cell	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005575	cellular_component	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005622	intracellular	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0003674	molecular_function	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005623	cell	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005737	cytoplasm	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005575	cellular_component	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005622	intracellular	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0040011	locomotion	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0008219	cell death	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0006950	response to stress	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0048870	cell motility	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005829	cytosol	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005856	cytoskeleton	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0043226	organelle	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0002376	immune system process	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0008150	biological_process	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0007165	signal transduction	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0006810	transport	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0016192	vesicle-mediated transport	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0003674	molecular_function	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0016192	vesicle-mediated transport	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0006810	transport	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0008150	biological_process	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0043226	organelle	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005856	cytoskeleton	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0003674	molecular_function	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005622	intracellular	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005623	cell	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005575	cellular_component	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0003674	molecular_function	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005622	intracellular	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005575	cellular_component	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005623	cell	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0006810	transport	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0016192	vesicle-mediated transport	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0008150	biological_process	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005856	cytoskeleton	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0043226	organelle	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005575	cellular_component	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005623	cell	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005622	intracellular	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0043226	organelle	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0005856	cytoskeleton	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0008150	biological_process	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0006810	transport	ELMO2
ENSG00000062598	44994688	45061704	-1	GO:0016192	vesicle-mediated transport	ELMO2
ENSG00000101193	61569471	61576996	1	GO:0003674	molecular_function	GID8
ENSG00000101193	61569471	61576996	1	GO:0005575	cellular_component	GID8
ENSG00000101193	61569471	61576996	1	GO:0043226	organelle	GID8
ENSG00000101193	61569471	61576996	1	GO:0005634	nucleus	GID8
ENSG00000101193	61569471	61576996	1	GO:0005623	cell	GID8
ENSG00000101193	61569471	61576996	1	GO:0005622	intracellular	GID8
ENSG00000101194	61584052	61599949	1	GO:0003674	molecular_function	SLC17A9
ENSG00000101194	61584052	61599949	1	GO:0016192	vesicle-mediated transport	SLC17A9
ENSG00000101194	61584052	61599949	1	GO:0008150	biological_process	SLC17A9
ENSG00000101194	61584052	61599949	1	GO:0006810	transport	SLC17A9
ENSG00000101194	61584052	61599949	1	GO:0055085	transmembrane transport	SLC17A9
ENSG00000101194	61584052	61599949	1	GO:0005575	cellular_component	SLC17A9
ENSG00000101194	61584052	61599949	1	GO:0003674	molecular_function	SLC17A9
ENSG00000101194	61584052	61599949	1	GO:0005575	cellular_component	SLC17A9
ENSG00000101194	61584052	61599949	1	GO:0055085	transmembrane transport	SLC17A9
ENSG00000101194	61584052	61599949	1	GO:0016192	vesicle-mediated transport	SLC17A9
ENSG00000101194	61584052	61599949	1	GO:0006810	transport	SLC17A9
ENSG00000101194	61584052	61599949	1	GO:0008150	biological_process	SLC17A9
ENSG00000101194	61584052	61599949	1	GO:0006810	transport	SLC17A9
ENSG00000101194	61584052	61599949	1	GO:0008150	biological_process	SLC17A9
ENSG00000101194	61584052	61599949	1	GO:0055085	transmembrane transport	SLC17A9
